warehouse number,warehouse_id,warehouse_address,cargo_arrival,shipment_errors,customer_rating,total_capacity,remaining_capacity,store_id,sku
2774,734604,,Ship,5,5,"9,300,000","9,300,000",493292,481007
2775,824376,,Ship,3,1,"7,100,000","7,100,000",599325,571393
2776,778122,,Ship,4,1,"4,100,000","4,100,000",943079,627119
2777,380963,,Ship,3,3,"1,000,000","1,000,000",609623,485259
2778,585446,,Ship,3,4,"6,900,000","6,900,000",363314,214460
2779,716660,,Ship,5,3,"6,600,000","6,600,000",935642,166220
2780,869308,,Ship,5,4,"7,100,000","7,100,000",589901,889733
2781,683875,,Ship,3,2,"9,100,000","9,100,000",240124,371487
2782,296347,,Ship,4,4,"7,100,000","7,100,000",987456,684412
2783,840198,,Ship,4,4,"5,800,000","5,800,000",752900,348600
2784,136549,,Ship,3,2,"2,700,000","2,700,000",164141,459153
2785,888598,,Ship,3,1,"7,800,000","7,800,000",661901,833981
2786,132577,,Ship,5,3,"4,900,000","4,900,000",317077,284316
2787,702738,,Ship,3,5,"8,000,000","8,000,000",188597,215773
2788,380253,,Ship,5,4,"1,000,000","1,000,000",416494,162419
2789,212525,,Ship,3,5,"4,900,000","4,900,000",738767,281451
2790,285864,,Ship,5,2,"9,800,000","9,800,000",932138,299584
2791,870635,,Ship,2,5,"3,700,000","3,700,000",549820,260744
2792,631420,,Ship,5,4,"7,600,000","7,600,000",441321,791210
2793,220186,,Ship,4,4,"4,300,000","4,300,000",931526,791266
2794,930346,,Ship,3,5,"8,600,000","8,600,000",655444,362662
2795,147075,,Ship,2,1,"3,100,000","3,100,000",399195,586256
2796,439868,,Ship,3,2,"7,100,000","7,100,000",284846,301191
2797,932376,,Ship,3,2,"3,500,000","3,500,000",879913,911628
2798,148378,,Ship,3,1,"3,500,000","3,500,000",977673,631187
2799,635604,,Ship,2,1,"6,100,000","6,100,000",294201,502718
2800,109769,,Ship,4,3,"1,200,000","1,200,000",721679,521857
2801,510068,,Ship,3,5,"8,100,000","8,100,000",303562,956073
2802,233803,,Ship,4,5,"6,500,000","6,500,000",929227,394573
2803,897910,,Ship,3,3,"6,900,000","6,900,000",977756,123385
2804,234864,,Ship,3,3,"4,600,000","4,600,000",586228,748978
2805,566318,,Ship,4,2,"9,500,000","9,500,000",592317,260205
2806,828030,,Ship,3,2,"4,100,000","4,100,000",694238,626575
2807,826843,,Ship,3,1,"6,300,000","6,300,000",625557,550855
2808,204954,,Ship,4,2,"2,800,000","2,800,000",462583,349272
2809,749892,,Ship,3,2,"1,600,000","1,600,000",133766,603636
2810,943134,,Ship,3,2,"1,300,000","1,300,000",403724,130795
2811,754657,,Ship,4,2,"3,800,000","3,800,000",343654,538460
2812,982043,,Ship,3,4,"6,500,000","6,500,000",208989,970189
2813,248424,,Ship,3,2,"3,200,000","3,200,000",939846,753675
2814,439321,,Ship,4,4,"6,000,000","6,000,000",270625,410719
2815,234638,,Ship,3,3,"3,900,000","3,900,000",437986,672297
2816,440969,,Ship,4,1,"9,200,000","9,200,000",924251,136704
2817,511070,,Ship,4,2,"2,100,000","2,100,000",873189,542818
2818,902010,,Ship,5,2,"5,100,000","5,100,000",948860,560331
2819,878730,,Ship,3,1,"5,500,000","5,500,000",666909,551162
2820,324536,,Ship,4,4,"5,600,000","5,600,000",238623,339405
2821,836226,,Ship,2,2,"5,300,000","5,300,000",483055,113540
2822,804854,,Ship,3,1,"4,400,000","4,400,000",595429,344799
2823,559788,,Ship,5,5,"1,300,000","1,300,000",101909,239060
2824,956748,,Ship,2,4,"3,400,000","3,400,000",246870,929722
2825,534465,,Ship,4,1,"3,600,000","3,600,000",302546,969040
2826,476380,,Ship,3,3,"6,500,000","6,500,000",579178,337972
2827,783287,,Ship,2,3,"2,000,000","2,000,000",621127,340010
2828,995183,,Ship,6,2,"3,200,000","3,200,000",836078,386037
2829,851427,,Ship,3,1,"5,400,000","5,400,000",715756,396983
2830,486248,,Ship,3,4,"5,200,000","5,200,000",382314,805690
2831,216986,,Ship,4,5,"7,300,000","7,300,000",922984,233217
2832,780596,,Ship,4,2,"8,200,000","8,200,000",300282,114855
2833,950984,,Ship,2,2,"6,300,000","6,300,000",291730,709673
2834,323516,,Ship,4,1,"9,900,000","9,900,000",628011,616720
2835,517422,,Ship,4,5,"3,300,000","3,300,000",999770,217943
2836,875778,,Ship,3,3,"3,000,000","3,000,000",754474,764957
2837,561208,,Ship,4,1,"9,800,000","9,800,000",333720,634317
2838,801656,,Ship,3,5,"5,700,000","5,700,000",413186,780365
2839,377692,,Ship,4,5,"8,500,000","8,500,000",839489,141826
2840,113285,,Ship,4,1,"5,300,000","5,300,000",737009,463847
2841,515857,,Ship,4,4,"8,400,000","8,400,000",146512,160824
2842,404100,,Ship,4,2,"2,100,000","2,100,000",856590,668090
2843,886981,,Ship,5,5,"6,000,000","6,000,000",507395,786007
2844,665027,,Ship,5,2,"4,100,000","4,100,000",427356,662847
2845,710893,,Ship,3,2,"9,500,000","9,500,000",387007,552996
2846,230534,,Ship,4,5,"5,600,000","5,600,000",575531,342416
2847,741495,,Ship,2,1,"3,700,000","3,700,000",533903,925592
2848,525195,,Ship,5,5,"6,200,000","6,200,000",801739,580467
2849,846256,,Ship,4,2,"9,600,000","9,600,000",187564,765193
2850,502769,,Ship,2,2,"1,300,000","1,300,000",262565,965258
2851,480005,,Road,4,3,"8,600,000","8,600,000",144171,919531
2852,904818,,Road,4,1,"8,400,000","8,400,000",301993,943950
2853,667991,,Road,4,4,"5,400,000","5,400,000",433720,827704
2854,201896,,Road,4,4,"7,100,000","7,100,000",581618,782464
2855,366251,,Road,3,4,"2,700,000","2,700,000",888386,904678
2856,719117,,Road,4,1,"6,000,000","6,000,000",405568,790188
2857,206725,,Road,2,3,"8,500,000","8,500,000",982322,982766
2858,298636,,Road,2,1,"4,600,000","4,600,000",880606,617456
2859,274088,,Road,2,4,"8,100,000","8,100,000",458892,983035
2860,602448,,Road,4,3,"1,100,000","1,100,000",679990,343148
2861,935424,,Road,4,1,"5,100,000","5,100,000",603059,837287
2862,983488,,Road,3,3,"8,900,000","8,900,000",503740,333949
2863,244242,,Road,5,2,"9,800,000","9,800,000",819752,167936
2864,828735,,Road,5,4,"3,600,000","3,600,000",211968,714513
2865,611675,,Road,5,4,"6,300,000","6,300,000",707863,574299
2866,102771,,Road,5,1,"5,600,000","5,600,000",766313,977408
2867,873780,,Road,3,3,"5,800,000","5,800,000",583229,434504
2868,291491,,Road,5,4,"5,200,000","5,200,000",585266,634345
2869,491544,,Road,3,2,"6,200,000","6,200,000",955340,650580
2870,299027,,Road,4,5,"6,800,000","6,800,000",317511,775789
2871,203356,,Road,3,3,"6,700,000","6,700,000",195967,309191
2872,774074,,Road,3,5,"2,600,000","2,600,000",475086,565372
2873,759512,,Flight,4,2,"3,400,000","3,400,000",229926,441399
2874,168195,,Flight,4,4,"2,900,000","2,900,000",670102,895694
2875,126373,,Flight,5,2,"1,300,000","1,300,000",597672,985974
2876,285117,,Flight,5,3,"4,800,000","4,800,000",398992,632735
2877,168028,,Flight,4,5,"1,600,000","1,600,000",297136,213263
2878,460255,,Flight,5,5,"2,100,000","2,100,000",701963,269369
2879,955344,,Flight,3,2,"6,700,000","6,700,000",435335,629127
2880,911918,,Flight,4,1,"5,500,000","5,500,000",419847,998100
2881,864410,,Flight,3,2,"1,600,000","1,600,000",790400,869127
2882,315065,,Flight,4,1,"3,400,000","3,400,000",130409,567065
2883,465978,,Flight,3,1,"7,100,000","7,100,000",797776,776056
2884,898410,,Flight,3,1,"5,600,000","5,600,000",348051,958077
2885,635405,,Flight,4,3,"4,900,000","4,900,000",688140,602444
2886,986897,,Flight,4,1,"4,500,000","4,500,000",288037,402862
2887,503533,,Flight,3,1,"2,400,000","2,400,000",849369,764935
2888,518533,,Flight,3,1,"9,600,000","9,600,000",396678,894254
2889,525108,,Flight,3,3,"4,300,000","4,300,000",418532,471387
2890,961947,,Flight,4,3,"4,400,000","4,400,000",858109,121190
2891,437923,,Flight,4,5,"1,500,000","1,500,000",692386,321437
2892,218922,,Flight,3,2,"4,600,000","4,600,000",330238,684157
2893,768892,,Flight,3,2,"6,000,000","6,000,000",989526,668498
2894,940326,,Flight,4,1,"4,200,000","4,200,000",856834,102546
2895,108102,,Ship,3,4,"4,100,000","4,100,000",451202,352311
2896,182787,,Ship,3,5,"6,600,000","6,600,000",291610,762811
2897,816530,,Ship,2,2,"7,000,000","7,000,000",766343,125423
2898,254997,,Ship,4,1,"9,100,000","9,100,000",787520,874304
2899,342981,,Ship,4,2,"2,600,000","2,600,000",639093,247320
2900,225470,,Ship,3,2,"7,200,000","7,200,000",520262,126728
2901,806729,,Ship,3,3,"4,200,000","4,200,000",259180,503623
2902,223854,,Ship,4,1,"8,500,000","8,500,000",200158,593086
2903,102940,,Ship,6,2,"7,100,000","7,100,000",186020,588690
2904,867245,,Ship,6,4,"3,600,000","3,600,000",236748,862941
2905,739485,,Ship,3,4,"3,600,000","3,600,000",172717,885541
2906,333836,,Ship,4,2,"5,200,000","5,200,000",162277,465907
2907,861216,,Ship,2,3,"7,500,000","7,500,000",892848,701845
2908,835012,,Ship,3,2,"4,800,000","4,800,000",138287,155956
2909,183835,,Ship,3,4,"6,800,000","6,800,000",898311,275960
2910,265176,,Ship,4,3,"7,700,000","7,700,000",687167,930335
2911,360952,,Ship,3,2,"9,500,000","9,500,000",690050,854591
2912,396555,,Ship,3,4,"1,500,000","1,500,000",663321,683830
2913,946956,,Ship,3,2,"7,900,000","7,900,000",967268,733645
2914,540703,,Ship,6,1,"2,700,000","2,700,000",995323,641454
2915,784218,,Ship,4,4,"7,000,000","7,000,000",610833,382293
2916,334424,,Ship,3,4,"5,000,000","5,000,000",246400,777303
2917,809515,,Ship,5,1,"1,000,000","1,000,000",610143,257079
2918,484422,,Ship,4,4,"3,100,000","3,100,000",582350,617601
2919,758537,,Ship,3,5,"3,900,000","3,900,000",744127,182392
2920,138921,,Ship,4,1,"3,800,000","3,800,000",429454,948759
2921,330080,,Ship,5,3,"5,900,000","5,900,000",127783,361019
2922,310249,,Ship,3,1,"4,500,000","4,500,000",844410,979780
2923,330278,,Ship,4,3,"9,900,000","9,900,000",546091,694644
2924,176085,,Ship,4,3,"5,100,000","5,100,000",468090,327528
2925,306472,,Ship,2,2,"8,600,000","8,600,000",744782,135206
2926,397380,,Ship,3,1,"4,400,000","4,400,000",904716,263723
2927,855270,,Ship,3,1,"5,500,000","5,500,000",421522,529422
2928,337297,,Ship,2,3,"8,300,000","8,300,000",698737,784133
2929,235319,,Ship,5,3,"7,000,000","7,000,000",934740,212888
2930,540572,,Ship,6,5,"5,300,000","5,300,000",982894,369224
2931,297981,,Ship,4,4,"5,300,000","5,300,000",348731,136626
2932,636583,,Ship,3,3,"4,600,000","4,600,000",717345,136033
2933,580785,,Ship,3,2,"3,000,000","3,000,000",520705,438404
2934,944289,,Ship,6,3,"8,800,000","8,800,000",288776,930865
2935,187627,,Ship,4,3,"4,700,000","4,700,000",608133,147889
2936,426763,,Ship,4,4,"3,200,000","3,200,000",107118,528385
2937,564905,,Ship,6,4,"5,400,000","5,400,000",310094,968520
2938,284588,,Ship,3,2,"3,100,000","3,100,000",922223,782275
2939,589084,,Ship,4,5,"4,800,000","4,800,000",607440,587271
2940,237768,,Ship,3,1,"8,200,000","8,200,000",292583,832332
2941,194654,,Ship,3,1,"9,100,000","9,100,000",766105,665827
2942,385293,,Ship,2,3,"2,000,000","2,000,000",250369,923204
2943,974349,,Ship,3,3,"1,100,000","1,100,000",163588,579715
2944,147618,,Ship,4,3,"2,200,000","2,200,000",453614,959132
2945,994001,,Ship,5,4,"2,100,000","2,100,000",788874,560071
2946,492666,,Ship,3,2,"8,000,000","8,000,000",597740,909349
2947,101380,,Ship,3,5,"2,300,000","2,300,000",575743,391275
2948,951773,,Ship,2,2,"4,000,000","4,000,000",453776,444402
2949,108836,,Ship,5,2,"2,100,000","2,100,000",696930,227314
2950,409521,,Ship,3,5,"8,100,000","8,100,000",942720,316706
2951,729605,,Ship,6,1,"9,200,000","9,200,000",230738,409338
2952,785275,,Ship,4,2,"1,000,000","1,000,000",735032,142629
2953,615099,,Ship,3,3,"6,700,000","6,700,000",976435,815473
2954,431269,,Ship,4,2,"1,800,000","1,800,000",264799,160290
2955,627637,,Ship,5,5,"5,600,000","5,600,000",892402,784881
2956,640467,,Ship,3,3,"7,500,000","7,500,000",140877,418102
2957,394566,,Ship,5,5,"6,000,000","6,000,000",158846,240365
2958,293561,,Ship,2,2,"4,500,000","4,500,000",671531,857087
2959,414130,,Ship,4,2,"9,400,000","9,400,000",450457,382055
2960,536955,,Ship,3,4,"3,800,000","3,800,000",818027,267354
2961,506477,,Ship,3,4,"3,200,000","3,200,000",553020,381739
2962,254749,,Ship,4,3,"4,200,000","4,200,000",150726,744342
2963,618070,,Ship,5,5,"8,400,000","8,400,000",918426,625340
2964,343647,,Ship,3,3,"4,800,000","4,800,000",295598,662284
2965,446747,,Ship,3,2,"7,900,000","7,900,000",716530,192922
2966,282582,,Ship,3,5,"5,900,000","5,900,000",870115,255399
2967,375972,,Ship,4,1,"1,600,000","1,600,000",609463,374841
2968,699252,,Ship,6,2,"3,100,000","3,100,000",989461,714884
2969,436503,,Ship,4,3,"1,500,000","1,500,000",974287,443807
2970,132994,,Ship,3,4,"9,700,000","9,700,000",503847,111298
2971,666486,,Ship,4,3,"9,200,000","9,200,000",463879,493769
2972,744063,,Ship,5,3,"4,900,000","4,900,000",240058,917735
2973,375830,,Ship,3,4,"6,500,000","6,500,000",279055,998635
2974,649072,,Ship,5,3,"1,700,000","1,700,000",664065,362323
2975,510152,,Ship,2,3,"1,200,000","1,200,000",983205,921301
2976,761876,,Ship,4,1,"3,200,000","3,200,000",523380,565850
2977,298738,,Ship,3,4,"2,300,000","2,300,000",180121,245032
2978,638313,,Ship,3,4,"8,500,000","8,500,000",465648,690579
2979,408043,,Ship,4,5,"3,100,000","3,100,000",328304,604857
2980,733916,,Ship,5,2,"3,000,000","3,000,000",172630,993458
2981,893097,,Ship,3,3,"3,200,000","3,200,000",300429,974650
2982,302971,,Ship,3,1,"6,300,000","6,300,000",168520,872945
2983,886785,,Ship,3,5,"8,700,000","8,700,000",133730,488483
2984,881943,,Ship,4,3,"4,600,000","4,600,000",103099,268785
2985,496900,,Ship,3,3,"1,100,000","1,100,000",436975,312195
2986,879041,,Ship,6,5,"9,800,000","9,800,000",234560,337991
2987,345615,,Ship,5,1,"7,800,000","7,800,000",356849,633145
2988,287791,,Road,6,3,"7,100,000","7,100,000",518985,488622
2989,691528,,Road,5,3,"8,900,000","8,900,000",425158,409618
2990,303186,,Road,5,1,"1,200,000","1,200,000",976763,505656
2991,571833,,Road,4,1,"1,700,000","1,700,000",262511,739896
2992,210397,,Road,5,3,"5,800,000","5,800,000",972206,219288
2993,792259,,Road,3,5,"1,400,000","1,400,000",145695,523986
2994,786431,,Road,4,5,"3,700,000","3,700,000",666769,314820
2995,264799,,Road,5,5,"3,000,000","3,000,000",618752,389135
2996,885281,,Road,6,5,"7,700,000","7,700,000",509505,163949
2997,581702,,Road,3,1,"5,000,000","5,000,000",417385,458685
2998,286582,,Road,4,2,"6,900,000","6,900,000",675666,412966
2999,309014,,Road,5,1,"6,300,000","6,300,000",267753,807711
3000,255297,,Road,5,2,"5,600,000","5,600,000",226831,174686
3001,730535,,Road,5,5,"7,300,000","7,300,000",834845,364290
3002,590912,,Road,3,3,"1,600,000","1,600,000",435664,374052
3003,838495,,Road,3,1,"1,000,000","1,000,000",133122,846964
3004,914841,,Road,5,4,"6,700,000","6,700,000",632282,880004
3005,845037,,Road,4,5,"8,200,000","8,200,000",206358,717079
3006,897522,,Road,5,2,"4,800,000","4,800,000",896153,221899
3007,825308,,Road,5,4,"5,400,000","5,400,000",850971,928571
3008,304848,,Road,4,3,"8,400,000","8,400,000",242966,367328
3009,767964,,Road,3,1,"5,300,000","5,300,000",988148,278804
3010,403325,,Flight,5,4,"2,900,000","2,900,000",639114,842944
3011,452427,,Flight,3,3,"3,800,000","3,800,000",287907,529103
3012,637719,,Flight,4,5,"4,100,000","4,100,000",319138,954004
3013,487754,,Flight,5,5,"7,000,000","7,000,000",419238,827982
3014,867266,,Flight,5,4,"1,000,000","1,000,000",520876,502808
3015,632772,,Flight,3,5,"5,800,000","5,800,000",567919,639527
3016,502730,,Flight,3,1,"4,600,000","4,600,000",542620,154963
3017,239138,,Flight,5,5,"7,000,000","7,000,000",741277,488368
3018,269328,,Flight,4,1,"5,700,000","5,700,000",898795,965770
3019,650840,,Flight,4,5,"7,300,000","7,300,000",138364,385973
3020,512888,,Flight,4,5,"1,200,000","1,200,000",617104,849320
3021,152922,,Flight,3,3,"5,100,000","5,100,000",313806,934403
3022,811049,,Flight,4,1,"8,500,000","8,500,000",204128,673179
3023,163350,,Flight,4,2,"3,800,000","3,800,000",160060,470384
3024,624129,,Flight,3,4,"8,000,000","8,000,000",985186,934309
3025,644864,,Flight,6,1,"6,800,000","6,800,000",849568,543368
3026,924020,,Flight,5,4,"2,500,000","2,500,000",130249,389966
3027,404135,,Flight,3,5,"5,300,000","5,300,000",471840,653494
3028,945735,,Flight,3,1,"4,700,000","4,700,000",194380,757447
3029,162253,,Flight,5,2,"8,100,000","8,100,000",673101,931370
3030,706507,,Flight,3,2,"6,200,000","6,200,000",719317,145677
3031,135090,,Flight,3,4,"4,100,000","4,100,000",658778,459367
3032,894902,,Ship,4,5,"1,400,000","1,400,000",752538,547106
3033,856905,,Ship,3,2,"6,200,000","6,200,000",719282,132217
3034,158630,,Ship,4,4,"4,700,000","4,700,000",506476,945173
3035,564211,,Ship,5,4,"9,100,000","9,100,000",918620,725255
3036,747190,,Ship,5,2,"4,600,000","4,600,000",361414,699665
3037,589857,,Ship,5,1,"9,800,000","9,800,000",670823,314696
3038,216771,,Ship,5,4,"6,500,000","6,500,000",589966,483910
3039,611095,,Ship,4,3,"1,200,000","1,200,000",145678,423375
3040,173303,,Ship,4,4,"5,200,000","5,200,000",743350,663839
3041,790451,,Ship,3,2,"4,600,000","4,600,000",667236,201772
3042,851931,,Ship,4,3,"5,600,000","5,600,000",805271,227797
3043,712289,,Ship,4,5,"1,700,000","1,700,000",351397,881920
3044,581513,,Ship,3,2,"2,500,000","2,500,000",208857,146196
3045,615057,,Ship,4,4,"2,000,000","2,000,000",835381,305185
3046,530760,,Ship,5,1,"3,400,000","3,400,000",523004,862566
3047,465955,,Ship,5,2,"5,400,000","5,400,000",393459,768403
3048,746385,,Ship,3,3,"6,500,000","6,500,000",503537,403482
3049,380001,,Ship,4,3,"7,000,000","7,000,000",459494,568164
3050,108817,,Ship,3,4,"6,600,000","6,600,000",943794,871735
3051,542621,,Ship,6,5,"8,900,000","8,900,000",465932,785864
3052,462790,,Ship,3,3,"1,800,000","1,800,000",688704,621488
3053,712729,,Ship,5,4,"5,900,000","5,900,000",990824,530391
3054,692718,,Ship,5,3,"7,900,000","7,900,000",574721,288399
3055,489328,,Ship,4,3,"8,100,000","8,100,000",222855,593113
3056,708742,,Ship,4,2,"9,000,000","9,000,000",227474,668843
3057,658355,,Ship,3,4,"6,000,000","6,000,000",952450,746497
3058,990313,,Ship,5,5,"3,300,000","3,300,000",500644,558540
3059,425987,,Ship,3,1,"5,000,000","5,000,000",439857,538096
3060,363885,,Ship,5,5,"7,400,000","7,400,000",892090,935277
3061,485728,,Ship,2,4,"5,500,000","5,500,000",299107,645741
3062,322155,,Ship,3,5,"5,800,000","5,800,000",700142,257568
3063,568278,,Ship,6,4,"4,400,000","4,400,000",381681,373613
3064,832576,,Ship,5,1,"1,100,000","1,100,000",928202,998961
3065,459818,,Ship,2,5,"2,500,000","2,500,000",108267,576089
3066,622282,,Ship,3,3,"7,800,000","7,800,000",433584,203492
3067,893199,,Ship,3,4,"1,700,000","1,700,000",554290,660778
3068,389275,,Ship,5,5,"9,600,000","9,600,000",830638,276883
3069,770448,,Ship,4,3,"6,600,000","6,600,000",494898,374862
3070,238208,,Ship,4,4,"8,700,000","8,700,000",748437,936347
3071,814296,,Ship,5,3,"3,400,000","3,400,000",150171,872412
3072,396764,,Ship,3,2,"1,100,000","1,100,000",442946,631393
3073,516495,,Ship,5,3,"8,500,000","8,500,000",555396,487783
3074,617213,,Ship,5,3,"5,400,000","5,400,000",369613,957281
3075,972023,,Ship,3,2,"2,500,000","2,500,000",155137,290149
3076,668620,,Ship,4,4,"1,400,000","1,400,000",316094,759943
3077,669683,,Ship,3,3,"7,400,000","7,400,000",474786,300212
3078,107840,,Ship,4,1,"5,500,000","5,500,000",250264,360781
3079,598771,,Ship,4,5,"9,800,000","9,800,000",964782,934223
3080,751333,,Ship,3,1,"5,000,000","5,000,000",123704,345990
3081,474871,,Ship,5,5,"8,100,000","8,100,000",622064,786078
3082,475656,,Ship,4,3,"9,500,000","9,500,000",450740,953079
3083,715621,,Ship,3,4,"2,700,000","2,700,000",445743,748347
3084,827366,,Ship,4,2,"1,700,000","1,700,000",384940,716534
3085,204597,,Ship,3,3,"2,200,000","2,200,000",579080,723281
3086,196925,,Ship,4,1,"1,000,000","1,000,000",966623,944694
3087,383997,,Ship,3,2,"2,700,000","2,700,000",591243,490105
3088,149352,,Ship,4,1,"7,300,000","7,300,000",891541,421243
3089,283796,,Ship,4,2,"5,700,000","5,700,000",549612,664743
3090,652775,,Ship,4,5,"1,900,000","1,900,000",375226,489167
3091,223568,,Ship,3,2,"5,300,000","5,300,000",151544,853180
3092,315027,,Ship,3,3,"3,300,000","3,300,000",912615,731012
3093,952577,,Ship,3,1,"6,200,000","6,200,000",476665,733672
3094,272137,,Ship,4,1,"1,500,000","1,500,000",136495,338055
3095,581203,,Ship,4,4,"8,800,000","8,800,000",449681,145303
3096,321106,,Ship,4,4,"5,200,000","5,200,000",523975,897415
3097,878476,,Ship,2,3,"6,700,000","6,700,000",559157,273114
